DISTRICT,PANCHAYATSAMITI,GRAMPANCHAYAT,ward_category,Name of Sarpanch,Sex,Category
BARMER,SINDHARI,GOLIYA JAITMAL,GENW,CHUNI DEVI,F,GENW
BARMER,SINDHARI,HODU,GENW,PEMPO DEVI,F,OBCW
BARMER,SINDHARI,JUNAMEETHA KHERA,SCW,LEELA DEVI,F,SCW
BARMER,SINDHARI,KADANADI,GEN,CHUNI LAL,M,OBC
BARMER,SINDHARI,KAGAU,GENW,LEELA DEVI,F,GENW
BARMER,SINDHARI,KAMTHAI,OBCW,HEERO,F,OBCW
BARMER,SINDHARI,KARNA,GEN,SURA RAM,M,OBC
BARMER,SINDHARI,KHARA MAHECHAN,OBCW,SEETA DEVI,F,OBCW
BARMER,SINDHARI,KHARANTIYA,OBCW,HARKU DEVI,F,OBCW
BARMER,SINDHARI,KHUDALA,OBCW,PALU DEVI,F,OBCW
BARMER,SINDHARI,KHUDASA,OBCW,MISHRO,F,OBCW
BARMER,SINDHARI,KOSHLU,GEN,DHANA RAM,M,OBC
BARMER,SINDHARI,KUNDL A,GEN,REKHA RAM,M,OBC
BARMER,SINDHARI,LOLAWA,GEN,RAHMAN KHAN,M,OBC
BARMER,SINDHARI,MALPURA,GEN,DAMA RAM,M,OBC
BARMER,SINDHARI,MEHLU,SCW,RUKHI DEVI,F,SCW
BARMER,SINDHARI,NEHRO KI DHANI,GENW,CHIMU DEVI,F,OBCW
BARMER,SINDHARI,NIMBALKOT,SC,GANGA,F,SCW
BARMER,SINDHARI,NOKHDA,GEN,BAGA RAM,M,GEN
BARMER,SINDHARI,NOSAR,GEN,ROOPA RAM,M,OBC
BARMER,SINDHARI,PAYALA KALA,OBC,MEGHA RAM,M,OBC
BARMER,SINDHARI,PAYALA KHURD,OBC,DHEERA RAM,M,OBC
BARMER,SINDHARI,RANASAR KHRUD,SC,PALU DEVI,F,SCW
BARMER,SINDHARI,RAWATSAR,GENW,ANTRI DEVI,F,OBCW
BARMER,SINDHARI,SADA,SC,CHOGA RAM,M,SC
BARMER,SINDHARI,SANJT A,GENW,VANU DEVI,F,OBCW
BARMER,SINDHARI,SANPA MANJI,ST,SUJA RAM,M,ST
BARMER,SINDHARI,SARLI,GEN,PARU DEVI,F,OBCW
BARMER,SINDHARI,SARNU,GENW,KHAMMA DEVI,F,GENW
BARMER,SINDHARI,SEVNIYALA,GENW,BALI DEVI,F,OBCW
BARMER,SINDHARI,SHIVKAR,GENW,LEHRO DEVI,F,OBCW
BARMER,SINDHARI,SHOBHALA JAITMAL,GEN,DAMA RAM,M,OBC
BARMER,SINDHARI,SINDHARI CHOSIRA,GENW,PRABHAT KANWAR,F,GENW
BARMER,SIWANA,AJEET,GEN,SAROJ KANWAR,F,OBCW
BARMER,SIWANA,BAMSEEN,STW,PANEE,F,STW
BARMER,SIWANA,BHAGWA,GEN,MULENDRA SINGH,M,GEN
BARMER,SIWANA,DEVANDI,ST,HIRA RAM,M,ST
BARMER,SIWANA,DHARNA,GEN,HEMA RAM,M,OBC
BARMER,SIWANA,DHEERA,OBCW,POKI,F,OBCW
BARMER,SIWANA,DHINDAS,GENW,SARLA,F,GENW
BARMER,SIWANA,GOLIYA,GENW,SAYAR KANWAR,F,GENW
BARMER,SIWANA,GUDHA,ST,LADHA RAM,M,ST
BARMER,SIWANA,INDRANA,SCW,PUSP A,F,SCW
BARMER,SIWANA,JETHANT ARI,SC,SANWAL RAM,M,SC
BARMER,SIWANA,KARMAWAS,STW,SHANTI DEVI,F,STW
BARMER,SIWANA,KATHADI,GEN,PREM SINGH,M,GEN
BARMER,SIWANA,KHANDAP,OBC,MADAN SINGH,M,OBC
BARMER,SIWANA,KHANKHI,GENW,RATAN KANWAR,F,GENW
BARMER,SIWANA,KOTDI,OBCW,SUKI,F,OBCW
BARMER,SIWANA,KUNDAL,GEN,NAROTAM DAS,M,OBC
BARMER,SIWANA,KUSEEP,GEN,HUKAM SINGH,M,OBC
BARMER,SIWANA,LALANA,GEN,HEMA RAM,M,OBC
BARMER,SIWANA,MAHILAWAS,GENW,BHEEKHI DEVI,F,OBCW
BARMER,SIWANA,MAJAL,SCW,MIRA DEVI,F,SCW
BARMER,SIWANA,MAVDI,GENW,RAM KUNWAR,F,GENW
BARMER,SIWANA,MELI,OBC,VAGTA RAM,M,OBC
BARMER,SIWANA,METHODA,OBC,BABU RAM,M,OBC
BARMER,SIWANA,MOKALSAR,OBCW,RESHMI DEVI,F,OBCW
BARMER,SIWANA,MOTISARA,GENW,DAKHU KANWAR,F,GENW
BARMER,SIWANA,PADHRU,GENW,SAVITRI,F,GENW
BARMER,SIWANA,RAKHI,GENW,SANTOSH,F,OBCW
BARMER,SIWANA,RAMANIYA,SC,GUMNA RAM,M,SC
BARMER,SIWANA,RAMPURA,GEN,HADMAT SINGH,M,GEN
BARMER,SIWANA,RANI DESHIPURA,GEN,BUDHA RAM,M,OBC
BARMER,SIWANA,SAILA,SC,GEBA RAM,M,SC
BARMER,SIWANA,SAMDARI,OBC,BABULAL,M,OBC
BARMER,SIWANA,SANW ARDA,GENW,SINGARI,F,OBCW
BARMER,SIWANA,SARW ADI,OBCW,AASI DEVI,F,OBCW
BARMER,SIWANA,SEW ALI,GEN,HANJA,F,GENW
BARMER,SIWANA,SILOR,GEN,MADHO SINGH,M,GEN
BARMER,SIWANA,SINER,GENW,BABRI KANWAR,F,GENW
BARMER,SIWANA,SIWANA,SCW,JAMNA DEVI,F,SCW
BARMER,SIWANA,THAPAN,SC,MALA RAM,M,SC
BHARATPUR,BAYANA,BAGREN,OBCW,GAYTRI,F,OBCW
BHARATPUR,BAYANA,BAJNA,GENW,RAMWATI,F,OBCW
BHARATPUR,BAYANA,BARKHERA,SC,BHEEM SINGH,M,SC
BHARATPUR,BAYANA,BARONDA,GEN,HARVAN SINGH,M,OBC
BHARATPUR,BAYANA,BHRAMW AD,SC,AMART LAL,M,SC
BHARATPUR,BAYANA,DEHGAON,GEN,YADRAM,M,OBC
BHARATPUR,BAYANA,DHADHEREN,GEN,gopal,M,ST
BHARATPUR,BAYANA,FARSO,SCW,SAMPATI,F,SCW
BHARATPUR,BAYANA,GAJIPUR,SC,JOTRAM,M,SC
BHARATPUR,BAYANA,GURDHA NADI,GENW,HEMLATA,F,GENW
BHARATPUR,BAYANA,HARNAGAR,GENW,ANGURI DEVI,F,OBCW
BHARATPUR,BAYANA,JAISORA,SC,MANGAL,M,SC
BHARATPUR,BAYANA,JASPURAMOROLI,GEN,BHAUTI,F,OBCW
BHARATPUR,BAYANA,KAIR,GENW,GEET A,F,GENW
BHARATPUR,BAYANA,KALSADA,SCW,CHAMELI,F,SCW
BHARATPUR,BAYANA,KANAW AR,GEN,KALLI RAM,M,OBC
BHARATPUR,BAYANA,KAPURAMALUKA,SC,POORAN SINGH,M,SC
BHARATPUR,BAYANA,KARW ARI,OBC,KEDAR,M,OBC
BHARATPUR,BAYANA,KHANKHEDA,SCW,BHAGW ANTI,F,SCW
BHARATPUR,BAYANA,KHEDLIGADASIYA,GENW,SARASWATI,F,GENW
BHARATPUR,BAYANA,KHERARI,OBCW,VIDHY A,F,OBCW
BHARATPUR,BAYANA,KHUTKHEDA,SC,SAUNU RAM,M,SC
BHARATPUR,BAYANA,KOHRA,SC,RAMCHAND,M,SC
BHARATPUR,BAYANA,LAHCHORAKALAN,GENW,KIRAN DEI,F,OBCW
BHARATPUR,BAYANA,MAHMEDPURA,GEN,MEENA DEVI,F,GENW
BHARATPUR,BAYANA,MAHRAWAR,GEN,ATRU,M,OBC
BHARATPUR,BAYANA,MEHLONI,ST,KAMAL SINGH,M,ST
BHARATPUR,BAYANA,MILAKPUR,GENW,RAMO,F,STW
BHARATPUR,BAYANA,NAHROLI,OBC,PARMANAND,M,OBC
BHARATPUR,BAYANA,NAROLI,GEN,JAITUN,F,OBCW
BHARATPUR,BAYANA,NAVLI,GEN,PRAMOD KUMAR,M,GEN
BHARATPUR,BAYANA,PAROA,GENW,LAUHRI,F,OBCW
BHARATPUR,BAYANA,PILIDANG,OBCW,KESHUL A,F,OBCW
BHARATPUR,BAYANA,PURAW AIKHEDA,GENW,VIJAYWATI,F,OBCW
BHARATPUR,BAYANA,SAHPUR,GEN,MOHAN SINGH,M,OBC
BHARATPUR,BAYANA,SALABAD,GEN,NIRANJAN SINGH,M,OBC
BHARATPUR,BAYANA,SEEDPUR,OBCW,SAROJ,F,OBCW
BHARATPUR,BAYANA,SHERGARH,OBC,BHARAT SINGH,M,OBC
BHARATPUR,BAYANA,SINGHADA,SCW,TARAWATI,F,SCW
BHARATPUR,BAYANA,SINGHANIY A,SCW,SARWATI,F,SCW
BHARATPUR,BAYANA,SMOGAR,OBC,GAJRAJ SINGH,M,OBC
BHARATPUR,BAYANA,TARSUMA,GENW,SAMPATI,F,OBCW
BHARATPUR,BAYANA,THANADANG,SCW,SAMRI,F,SCW
BHARATPUR,BAYANA,VEERAMPURA,GENW,KAMALA DEVI,F,OBCW
BHARATPUR,BAYANA,VIDYARI,GENW,NEERAJ,F,GENW
BHARATPUR,DEEG,AAU,GENW,GEET A,F,GENW
BHARATPUR,DEEG,BADANGARH,GENW,DULARI,F,GENW
BHARATPUR,DEEG,BADRIPUR,OBCW,SURESH,F,OBCW
BHARATPUR,DEEG,BAHAJ,GEN,RAVI KUMAR,M,OBC
BHARATPUR,DEEG,BANDHA CHOTH,GENW,MEERA,F,OBCW
BHARATPUR,DEEG,BARAI,GENW,SANKA,F,OBCW
BHARATPUR,DEEG,BAROLE CHOTH,GENW,MEERA SINGH,F,OBCW
BHARATPUR,DEEG,BEDHAM,SC,TULARAM,M,SC
BHARATPUR,DEEG,CHULHERA,OBCW,SARWATI,F,OBCW
BHARATPUR,DEEG,DANTLOTHI,GEN,SHAKUNTLA,F,OBCW
BHARATPUR,DEEG,DHAMARI,OBC,GUDDI,F,OBCW
BHARATPUR,DEEG,DIDAWALI,SC,ROSHAN,M,SC
BHARATPUR,DEEG,GUHANA,GEN,DHARM,M,OBC
BHARATPUR,DEEG,IKLHARA,GEN,LAKHAN SINGH,M,OBC
BHARATPUR,DEEG,JANUTHAR,GENW,VIRMA DEVI,F,OBCW
BHARATPUR,DEEG,JATOLITHOON,SC,BADLE,M,SC
BHARATPUR,DEEG,KAKDA,GEN,REV A,F,OBCW
BHARATPUR,DEEG,KASOOT,GEN,BHAGWAN SINGH,M,OBC
BHARATPUR,DEEG,KHEDA BRAHAMAN,GEN,HUBBA SINGH,M,OBC
BHARATPUR,DEEG,KHOH,OBC,KUNDAN SINGH,M,OBC
BHARATPUR,DEEG,KHOHRI,OBCW,BRIJVATI,F,OBCW
BHARATPUR,DEEG,KORER,GEN,MAHESH KUMAR,M,OBC
BHARATPUR,DEEG,KUCHAWATI,GENW,KINNO,F,OBCW
BHARATPUR,DEEG,MAWAI,OBCW,SHEEL A,F,OBCW
BHARATPUR,DEEG,MOROLI,OBC,SATYAVEER SINGH,M,OBC
BHARATPUR,DEEG,NIGOHI,GENW,SHYAMVATI,F,OBCW
BHARATPUR,DEEG,PANHORI,GENW,SIYA,F,OBCW
BHARATPUR,DEEG,PARMDRA,GENW,HARMUKHI,F,OBCW
BHARATPUR,DEEG,PASOPA,SC,HARVIRA,F,SCW
BHARATPUR,DEEG,PASTA,SCW,SUMAN,F,SCW
BHARATPUR,DEEG,SANW AI,GEN,SUNIL KUMAR,M,GEN
BHARATPUR,DEEG,SHEESW ADA,GENW,KAMLA,F,OBCW
BHARATPUR,DEEG,SINSINI,OBC,GOPI SINGH,M,OBC
BHARATPUR,DEEG,SONGAON,GEN,CHIDDI,M,GEN
BHARATPUR,DEEG,SYORAW ALI,SCW,RITA KUMARI,F,SCW
BHARATPUR,DEEG,TODA,SCW,ASHA,F,SCW
BHARATPUR,KAMAN,AICHAW ADA,GENW,SUKAN,F,OBCW
BHARATPUR,KAMAN,BAMANW ADI,OBC,ASGAR,M,OBC
BHARATPUR,KAMAN,BAROLIDHAU,GEN,GEET A,F,OBCW
BHARATPUR,KAMAN,BHAISNDA,GENW,AKHATARI,F,OBCW
BHARATPUR,KAMAN,BHANDARA,OBC,DEEN MOHAMMAD,M,OBC
BHARATPUR,KAMAN,BHORI,GEN,ASH MOHAMMAD,M,OBC
BHARATPUR,KAMAN,BILOND,GENW,RAM KALI,F,OBCW
BHARATPUR,KAMAN,BOLKHEDA,GEN,RAM VATI,F,OBCW
BHARATPUR,KAMAN,CHICHARW ADI,SCW,TRIVENI,F,SCW
BHARATPUR,KAMAN,DHOLET,GEN,RASSI,F,OBCW
BHARATPUR,KAMAN,GADHAJAN,GENW,HAZARI,F,OBCW
BHARATPUR,KAMAN,GANVANDI,GEN,SHER MOHAMMAD,M,OBC
BHARATPUR,KAMAN,GDHILAWATI,GEN,IQBAL,M,OBC
BHARATPUR,KAMAN,GHATMEEKA,GENW,SUGRA,F,OBCW
BHARATPUR,KAMAN,GHOSINGA,GENW,BISMILLA,F,OBCW
BHARATPUR,KAMAN,JHEELPATTI,GENW,SARIPAN,F,OBCW
BHARATPUR,KAMAN,JOTRIPIPAL,GEN,RUKSEENA,F,OBCW
BHARATPUR,KAMAN,JOTRUHALLA,OBCW,JANNATI,F,OBCW
BHARATPUR,KAMAN,JURHARA,GENW,CHANDRA WATI,F,OBCW
BHARATPUR,KAMAN,KANWDA,GENW,SUBDEI,F,OBCW
BHARATPUR,KAMAN,KATHOL,GENW,ASHEENI,F,OBCW
BHARATPUR,KAMAN,LADLAKA,GENW,ASHARPHI,F,OBCW
BHARATPUR,KAMAN,LEVDA,GENW,MADHU,F,OBCW
BHARATPUR,KAMAN,LUHESAR,SC,HUKAM SINGH,M,SC
BHARATPUR,KAMAN,MUSEPUR,GENW,FAZARI,F,OBCW
BHARATPUR,KAMAN,NANDERA,OBC,MISLOO,M,OBC
BHARATPUR,KAMAN,NOGAVA,GENW,SUREY A,F,OBCW
BHARATPUR,KAMAN,NORERA,SCW,KRISHNA,F,SCW
BHARATPUR,KAMAN,OLANDA,GEN,RASMEENA,F,OBCW
BHARATPUR,KAMAN,PAI,GENW,KAVERI,F,OBCW
BHARATPUR,KAMAN,PALLA,OBC,LATOOR,M,OBC
BHARATPUR,KAMAN,PAPDA,OBCW,RAHISAN,F,OBCW
BHARATPUR,KAMAN,SABLANA,GEN,ABID HUSEN,M,OBC
BHARATPUR,KAMAN,SAHOEDA,OBCW,SHARDA DEVI,F,OBCW
BHARATPUR,KAMAN,SAHSAN,GENW,TAHIRA,F,OBCW
BHARATPUR,KAMAN,SATWADI,GEN,JAMEELA,F,OBCW
BHARATPUR,KAMAN,SATWAS,GEN,GANGA SHYAM,M,GEN
BHARATPUR,KAMAN,SAVANLER,SC,MAHI LAL,M,SC
BHARATPUR,KAMAN,SOMKA,OBC,DEEN MOHMMAD,M,OBC
BHARATPUR,KAMAN,SONOKHAR,GEN,MAHAVEER,M,OBC
BHARATPUR,KAMAN,SUNHARA,GEN,KHEM SINGH,M,GEN
BHARATPUR,KAMAN,UCHEDA,OBCW,FAZARI,F,OBCW
BHARATPUR,KAMAN,UONDAKA,GEN,GAPHOOR,M,OBC
BHARATPUR,KAMAN,VILANG,GEN,IMRAT,M,OBC
BHARATPUR,KUMHER,ABHORA,GENW,SUMITRA,F,OBCW
BHARATPUR,KUMHER,AJAN,SC,SANTIRAM,M,SC
BHARATPUR,KUMHER,AJAU,GEN,BACHCHAN SINGH,M,OBC
BHARATPUR,KUMHER,ASTAWAN,OBC,SAMAY SINGH,M,OBC
BHARATPUR,KUMHER,AWAR,SC,AMAR CHAND,M,SC
BHARATPUR,KUMHER,BAILARAKALAN,GEN,JWALA PRASAD,M,GEN
BHARATPUR,KUMHER,BAVEN,GEN,RAM BABU,M,OBC
BHARATPUR,KUMHER,BHATA WALI,ST,HARJIRAM,M,ST
BHARATPUR,KUMHER,BIRHRU,GEN,RANVEER,M,OBC
BHARATPUR,KUMHER,DADU,OBC,MAHESH CHAND,M,OBC
BHARATPUR,KUMHER,DAHRA,GEN,BHAGAWAN SINGH,M,OBC
BHARATPUR,KUMHER,DHANW ADA,OBC,MOHAN SINGH,M,OBC
BHARATPUR,KUMHER,GUDAWALI,GENW,CHANDRAVATI,F,OBCW
BHARATPUR,KUMHER,GUNSARA,GENW,SUKHVEERA,F,OBCW
BHARATPUR,KUMHER,HELAK,OBCW,BHAGAW ANI,F,OBCW
BHARATPUR,KUMHER,KUMHA,SC,MAHTAB SINGH,M,SC
BHARATPUR,KUMHER,LAKHAN,GENW,BHIMO DEVI,F,OBCW
BHARATPUR,KUMHER,MEHRAWAR,GENW,OMVATI,F,OBCW
BHARATPUR,KUMHER,PAHUA,SCW,ANGURI,F,SCW
BHARATPUR,KUMHER,PALA,SCW,KESHANTI,F,SCW
BHARATPUR,KUMHER,PAPRERA,SC,PANNA,M,SC
BHARATPUR,KUMHER,PICHUMAR,GENW,CHANDA,F,OBCW
BHARATPUR,KUMHER,RARH,OBCW,RAKESH,F,OBCW
BHARATPUR,KUMHER,REETHOTI,SCW,PINKI,F,SCW
BHARATPUR,KUMHER,RUNDH HELAK,GENW,PUSHP A,F,SCW
BHARATPUR,KUMHER,SABORA,GEN,DAN SINGH,M,GEN
BHARATPUR,KUMHER,SANTRUK,GEN,GAJENDRA SINGH,M,OBC
BHARATPUR,KUMHER,SENT,GENW,LAXMI,F,OBCW
BHARATPUR,KUMHER,SIKRORI,GEN,MANOJ,M,GEN
BHARATPUR,KUMHER,SOGAR,OBCW,DEVVATI,F,OBCW
BHARATPUR,KUMHER,TAKHA,GEN,RAJJAN SINGH,M,OBC
BHARATPUR,KUMHER,TALFARA,GENW,BHUDEVI,F,OBCW
BHARATPUR,KUMHER,T AMRERA,OBC,VIRENDRA SINGH,M,OBC
BHARATPUR,KUMHER,THERAWAR,OBCW,PARVATI,F,OBCW
BHARATPUR,KUMHER,USRANI,GENW,SUSHIL A,F,OBCW
BHARATPUR,KUMHER,UWAR,GENW,RAVINDRI,F,OBCW
BHARATPUR,NADBAI,AICHERA,SCW,KAMLA,F,SCW
BHARATPUR,NADBAI,AKHAIGARH,GEN,SOHAN LAL,M,OBC
BHARATPUR,NADBAI,ATARI,OBC,GANDHI DEV,M,OBC
BHARATPUR,NADBAI,BACHAMADI,GEN,PUSHPENDRA SINGH,M,GEN
BHARATPUR,NADBAI,BAROLICHAR,OBCW,KIRAN,F,OBCW
BHARATPUR,NADBAI,BAROLIRAN,GENW,RAJVATI,F,OBCW
BHARATPUR,NADBAI,BEHRAMDA,SC,GOLAYIA,M,SC
BHARATPUR,NADBAI,BHADIRA,GENW,PRABHA,F,OBCW
BHARATPUR,NADBAI,DEHARA,OBCW,ANJU,F,OBCW
BHARATPUR,NADBAI,GADOLI,OBCW,RAN KAUR,F,OBCW
BHARATPUR,NADBAI,GAGW ANA,GEN,HAR SWAROOP SHARMA,M,GEN
BHARATPUR,NADBAI,GANGROLI,SC,BEEDHA RAM,M,SC
BHARATPUR,NADBAI,HANT ARA,OBCW,SANJA DEVI,F,OBCW
BHARATPUR,NADBAI,JAHANGEERPUR,SC,PYARE LAL,M,SC
BHARATPUR,NADBAI,JHARKAI,GENW,CHANDA DEVI,F,OBCW
BHARATPUR,NADBAI,KARHI,GENW,VIMLESH,F,OBCW
BHARATPUR,NADBAI,KATARA,GENW,GOPALI,F,OBCW
BHARATPUR,NADBAI,KAWAI,SC,MAOHAN SINGH,M,SC
BHARATPUR,NADBAI,KHANGARI,GEN,SUJAN SINGH,M,OBC
BHARATPUR,NADBAI,KHATOTI,GENW,PREM VATI,F,OBCW
BHARATPUR,NADBAI,KHEDI DEVI SINGH,SCW,RAJVATI,F,SCW
BHARATPUR,NADBAI,KIRILI,GEN,RAMVATI,F,OBCW
BHARATPUR,NADBAI,LAKHANPUR,OBC,ANITA,F,OBCW
BHARATPUR,NADBAI,LUHASA,OBC,ROOP SINGH,M,OBC
BHARATPUR,NADBAI,MAI,GENW,VIML A,F,OBCW
BHARATPUR,NADBAI,NAM,SCW,KASTURI,F,SCW
BHARATPUR,NADBAI,NAYAWAS,ST,GHEESA RAM,M,ST
BHARATPUR,NADBAI,NEYOTHA,GENW,DROPTI,F,OBCW
BHARATPUR,NADBAI,PARSAVARA,SCW,REKHA DEVI,F,SCW
BHARATPUR,NADBAI,PEHARSAR,GENW,JISPAL KAUR,F,OBCW
BHARATPUR,NADBAI,PIGORA,GEN,ASHOK KUMAR,M,GEN
BHARATPUR,NADBAI,PIPRAU,GENW,RAONA DEVI,F,OBCW
BHARATPUR,NADBAI,RAISEES,OBC,BANAY SINGH,M,OBC
BHARATPUR,NADBAI,RONIJA,GEN,SHER SINGH,M,OBC
BHARATPUR,NADBAI,T ALCHERA,GEN,KARTAR SINGH,M,OBC
BHARATPUR,NADBAI,UONCH,GEN,RATAN SINGH,M,OBC
BHARATPUR,NADBAI,UTARDA,SC,PARSURAM,M,SC
BHARATPUR,NAGAR,ALAMSHAH,OBC,PRATAP SINGH,M,OBC
BHARATPUR,NAGAR,BERU,GEN,INDRAJEET SINGH,M,OBC
BHARATPUR,NAGAR,BHATPURA,GENW,SIMA DEVI,F,OBCW
BHARATPUR,NAGAR,BODOLI,SC,KISHAN DEI,F,SCW
BHARATPUR,NAGAR,CHIRAW ALMALI,SCW,DIPESH URF DEEPA,F,SCW
BHARATPUR,NAGAR,DABAK,GENW,KASHMIRA,F,OBCW
BHARATPUR,NAGAR,DUNDAWAL,SC,SIMA,F,SCW
BHARATPUR,NAGAR,FATEHPURKALAN,GEN,MOHAMMDI,F,OBCW
BHARATPUR,NAGAR,GAHANKAR,ST,JAGDISH,M,ST
BHARATPUR,NAGAR,GANGAWAK,GENW,LACHCHHO,F,OBCW
BHARATPUR,NAGAR,GANGORA,GENW,MAUJVI,F,OBCW
BHARATPUR,NAGAR,GOPALGARH,OBCW,BATTO DEVI,F,OBCW
BHARATPUR,NAGAR,GULPADA,OBC,IDREESH MOHAMMAD,M,OBC
BHARATPUR,NAGAR,JAISHRI,GENW,RAMESHW ARI,F,OBCW
BHARATPUR,NAGAR,JALALPUR,SCW,KISTURI,F,SCW
BHARATPUR,NAGAR,JALUKI,GEN,BANESINGH,M,GEN
BHARATPUR,NAGAR,JHANJHAR,GENW,CHAMBAL DEVI,F,OBCW
BHARATPUR,NAGAR,KAITHAW ADA,OBC,ARSHAD,M,OBC
BHARATPUR,NAGAR,KAKRALA,GEN,SAHUN KHAN,M,OBC
BHARATPUR,NAGAR,KHANDEWALA,GEN,BRINDAVAN SINGH,M,OBC
BHARATPUR,NAGAR,KHANKHAW ALI,GENW,SANTWATI,F,OBCW
BHARATPUR,NAGAR,KHESTI,OBC,VASHIR,M,OBC
BHARATPUR,NAGAR,KHOHRI,GENW,KASHMIRI,F,OBCW
BHARATPUR,NAGAR,LADMKA,GENW,JUBEDA,F,OBCW
BHARATPUR,NAGAR,MALIKI,GENW,JAINAM,F,OBCW
BHARATPUR,NAGAR,MANOTAKALAN,GEN,DEVISINGH,M,GEN
BHARATPUR,NAGAR,MATUKI,GENW,CHAWLI,F,OBCW
BHARATPUR,NAGAR,MORAKA,OBC,PANDO,F,OBCW
BHARATPUR,NAGAR,MUDOTI,GEN,SUGAN SINGH,M,OBC
BHARATPUR,NAGAR,MUNDIY A,GENW,KRISHNA DEVI,F,OBCW
BHARATPUR,NAGAR,PADLWAS,GEN,RASTUNI,F,OBCW
BHARATPUR,NAGAR,PAHADI,GENW,MAYA DEVI,F,GENW
BHARATPUR,NAGAR,P ALKA,GENW,SARIT A,F,OBCW
BHARATPUR,NAGAR,PATHRALI,OBC,RAFIY ANA,F,OBCW
BHARATPUR,NAGAR,PENDKA,GEN,MUKHRAM SINGH,M,OBC
BHARATPUR,NAGAR,PIP ALKHEDA,SC,RAJENDRA,M,SC
BHARATPUR,NAGAR,RASIYA,SCW,LAXMI,F,SCW
BHARATPUR,NAGAR,RAUF,GENW,BHAGWATI,F,OBCW
BHARATPUR,NAGAR,SADAKPURI,GEN,MANNU RAM,M,ST
BHARATPUR,NAGAR,SAIMLAKALA,GEN,KARAN SINGH GURJAR,M,OBC
BHARATPUR,NAGAR,SEMLI,OBCW,SONI,F,OBCW
BHARATPUR,NAGAR,SIKIRI,SC,SUGAN CHAND,M,SC
BHARATPUR,NAGAR,SINGHW ALI,GEN,AVED KHAN,M,OBC
BHARATPUR,NAGAR,SIRTHALA,OBCW,GEETA DEVI,F,OBCW
BHARATPUR,NAGAR,SUNDARW ALI,GENW,HARBHEJI,F,OBCW
BHARATPUR,NAGAR,T ARODAR,GEN,RAMSHRI,F,OBCW
BHARATPUR,NAGAR,TESKI,GEN,HASAN MOHAMMAD,M,OBC
BHARATPUR,NAGAR,THOON,OBCW,MUKT A,F,OBCW
BHARATPUR,NAGAR,UDKIDALLA,GEN,NOORJAHAN,F,OBCW
BHARATPUR,RUPBAS,ANDHIY ARI,GENW,Usha,F,GENW
BHARATPUR,RUPBAS,BAHRA REKHPURA,GENW,Shakuntla,F,STW
BHARATPUR,RUPBAS,BARHMAFI,SC,Shrichand,M,SC
BHARATPUR,RUPBAS,BARIGHA,OBCW,Guddi Devi,F,OBCW
BHARATPUR,RUPBAS,BHAINSA,GEN,Pavan Kumar Tiwari,M,GEN
BHARATPUR,RUPBAS,BHAW ANPURA,GEN,Ram Charan,M,OBC
BHARATPUR,RUPBAS,BINUA,GENW,Sunita Devi,F,OBCW
BHARATPUR,RUPBAS,CHOKORA,OBCW,Mahadevi,F,OBCW
BHARATPUR,RUPBAS,DAHINAGAON,OBCW,Geeta Devi,F,OBCW
BHARATPUR,RUPBAS,DHANA,GEN,Munni Devi,F,GENW
BHARATPUR,RUPBAS,DORANDA,GEN,Ravindra Singh,M,GEN
BHARATPUR,RUPBAS,DUMARIYA,GENW,Gulvi,F,OBCW
BHARATPUR,RUPBAS,FATEHPUR,GENW,Kanti,F,OBCW
BHARATPUR,RUPBAS,GAHLAU,GEN,Uday Singh,M,OBC
BHARATPUR,RUPBAS,IBRAHIMPUR,OBC,Baboolal,M,OBC
BHARATPUR,RUPBAS,JATMASI,GEN,Surjan Singh,M,OBC
BHARATPUR,RUPBAS,JOTROLI,OBCW,Maya,F,OBCW
BHARATPUR,RUPBAS,KHANSURAJPUR,OBC,Khyali Ram,M,OBC
BHARATPUR,RUPBAS,KHANUA,GEN,Sohan singh,M,OBC
BHARATPUR,RUPBAS,KHARERA,SCW,Mahendri,F,SCW
BHARATPUR,RUPBAS,KHEDATHAKUR,OBC,Pooran Singh,M,OBC
BHARATPUR,RUPBAS,KHUDASA,GEN,Ranveer,M,OBC
BHARATPUR,RUPBAS,KURKA,GEN,Balbeer Singh,M,OBC
BHARATPUR,RUPBAS,MADAPURA,GEN,Bachchu Singh,M,OBC
BHARATPUR,RUPBAS,MADOLI,SCW,Vidhya Devi,F,SCW
BHARATPUR,RUPBAS,MAHALPURCHURA,OBC,Tej Singh,M,OBC
BHARATPUR,RUPBAS,MALONI,SCW,Manju,F,SCW
BHARATPUR,RUPBAS,MILSW A,SCW,Guddi,F,SCW
BHARATPUR,RUPBAS,MUDERA,GENW,Geeta Devi,F,OBCW
BHARATPUR,RUPBAS,NAGALA TERHIYA,SC,Ganga Ram,M,SC
BHARATPUR,RUPBAS,NAGLA BEEJA,GEN,Subhash,M,OBC
BHARATPUR,RUPBAS,NAYAGAON,SC,Guddi Devi,F,SCW
BHARATPUR,RUPBAS,NIBHARA,GENW,Geeta Devi,F,OBCW
BHARATPUR,RUPBAS,NOHARDA,OBC,Sunil,M,OBC
BHARATPUR,RUPBAS,ODELGADDI,GENW,Pushpa,F,OBCW
BHARATPUR,RUPBAS,PAHADPUR,GENW,Jay Devi,F,GENW
BHARATPUR,RUPBAS,PICHUNA,SCW,Santo,F,SCW
