District,PanchayatSamiti,NameOfGramPanchyat,CategoryOfGramPanchyat
NAGAUR,DEGANA,DEGANA GAON,General (Woman)
NAGAUR,DEGANA,EDWA,General
NAGAUR,DEGANA,GONARDA,General (Woman)
NAGAUR,DEGANA,Gundisar,General
NAGAUR,DEGANA,GUNSALI,General
NAGAUR,DEGANA,JAKHEDA,SC (Woman)
NAGAUR,DEGANA,JALSUKHURD,SC
NAGAUR,DEGANA,JALSUNANAK,General
NAGAUR,DEGANA,KHERVA,OBC
NAGAUR,DEGANA,KHINVTANA,General (Woman)
NAGAUR,DEGANA,KHUDI KALAN,SC
NAGAUR,DEGANA,KIRAD,SC (Woman)
NAGAUR,DEGANA,KITALSAR,SC
NAGAUR,DEGANA,MANJHI,General (Woman)
NAGAUR,DEGANA,MOGAS,General
NAGAUR,DEGANA,NIMBOLA KALAN,General
NAGAUR,DEGANA,PALIYAS,OBC (Woman)
NAGAUR,DEGANA,PUNAS,OBC
NAGAUR,DEGANA,PUNDLOTA,General (Woman)
NAGAUR,DEGANA,RAJOD,General
NAGAUR,DEGANA,SAANJU,SC
NAGAUR,DEGANA,SARSANDA,General (Woman)
NAGAUR,DEGANA,SIRASNA,General
NAGAUR,DEGANA,TILANESH,General (Woman)
RAJSAMAND,DELVADA,Negadia,ST
RAJSAMAND,DELVADA,Bilota,ST (Woman)
RAJSAMAND,DELVADA,Delwara,General
RAJSAMAND,DELVADA,Ghorach,SC
RAJSAMAND,DELVADA,Kalivas,ST
RAJSAMAND,DELVADA,Karauli,General (Woman)
RAJSAMAND,DELVADA,Kesuli,SC (Woman)
RAJSAMAND,DELVADA,Lalmadadi,OBC
RAJSAMAND,DELVADA,Mandiana,General
RAJSAMAND,DELVADA,Nedach,ST (Woman)
RAJSAMAND,DELVADA,Pakhand,General (Woman)
RAJSAMAND,DELVADA,Salor,General (Woman)
RAJSAMAND,DELVADA,Semal,General (Woman)
RAJSAMAND,DELVADA,Shishvi,OBC (Woman)
RAJSAMAND,DELVADA,Upali Oden,General
RAJSAMAND,DELVADA,Uthnol,General
RAJSAMAND,DEOGARH,ANJANA,ST
RAJSAMAND,DEOGARH,DOLPURA,OBC (Woman)
RAJSAMAND,DEOGARH,ISHARMAND,General (Woman)
RAJSAMAND,DEOGARH,JEERAN,General
RAJSAMAND,DEOGARH,KAKROD,General
RAJSAMAND,DEOGARH,KALESARIYA,SC
RAJSAMAND,DEOGARH,KUNDWA,OBC (Woman)
RAJSAMAND,DEOGARH,KUNVATHAL,General (Woman)
RAJSAMAND,DEOGARH,LASANI,OBC
RAJSAMAND,DEOGARH,MAAD,General
RAJSAMAND,DEOGARH,MADARIA,OBC
RAJSAMAND,DEOGARH,MIYALA,SC (Woman)
RAJSAMAND,DEOGARH,NARANA,General (Woman)
RAJSAMAND,DEOGARH,NARDAS KA GUDHA,General (Woman)
RAJSAMAND,DEOGARH,PARDI,General
RAJSAMAND,DEOGARH,SANGAWAS,General (Woman)
RAJSAMAND,DEOGARH,Sohangarh,SC (Woman)
RAJSAMAND,DEOGARH,SWADARI,General
RAJSAMAND,DEOGARH,TAL,General (Woman)
RAJSAMAND,DEOGARH,VIJAYPURA,SC (Woman)
TONK,DEOLI,DUNI,SC
TONK,DEOLI,ANWA,General
TONK,DEOLI,BADOLI,OBC (Woman)
TONK,DEOLI,BALUNDA,General (Woman)
TONK,DEOLI,BANTHALI,General
TONK,DEOLI,BIJWAD,General
TONK,DEOLI,BISALPUR,General (Woman)
TONK,DEOLI,CHANDLI,SC (Woman)
TONK,DEOLI,CHANDSINGHPURA,General (Woman)
TONK,DEOLI,CHANDWAD,ST (Woman)
TONK,DEOLI,CHARNET,General
TONK,DEOLI,DABARKALAN,SC
TONK,DEOLI,DEVDAWAS,ST
TONK,DEOLI,Devikheda (B),General (Woman)
TONK,DEOLI,DEVLIGAON,General (Woman)
TONK,DEOLI,DHUVANKALAN,SC
TONK,DEOLI,GAIROLI,ST
TONK,DEOLI,GAVADI,General
TONK,DEOLI,GHAD,General (Woman)
TONK,DEOLI,GURAI,General (Woman)
TONK,DEOLI,JUNIYA,ST
TONK,DEOLI,KANWADA,General (Woman)
TONK,DEOLI,KASIR,General
TONK,DEOLI,KHWAXPURA,ST
TONK,DEOLI,MALEDA,General (Woman)
TONK,DEOLI,NAGARFORT,SC (Woman)
TONK,DEOLI,NASIRDA,SC (Woman)
TONK,DEOLI,NIWARIYA,ST
TONK,DEOLI,PANWAD,SC
TONK,DEOLI,POLYADA,ST (Woman)
TONK,DEOLI,RAJKOT,General (Woman)
TONK,DEOLI,RAJMAHAL,SC
TONK,DEOLI,RAMSAGAR,General (Woman)
TONK,DEOLI,SANDAWA,OBC
TONK,DEOLI,SANTHALI,ST (Woman)
TONK,DEOLI,SAWANTGARH,General
TONK,DEOLI,SITAPURA,ST (Woman)
TONK,DEOLI,THANWLA,SC (Woman)
TONK,DEOLI,TODA KA GOTHDA,General
TONK,DEOLI,TOKRAWAS,General
PALI,DESURI,AANA,General (Woman)
PALI,DESURI,BADAUD,General
PALI,DESURI,BAGOL,ST (Woman)
PALI,DESURI,DADAI,General (Woman)
PALI,DESURI,DAYALANA KALAN,General
PALI,DESURI,DESURI,ST
PALI,DESURI,DHALOP,SC
PALI,DESURI,DUDAPURA,General
PALI,DESURI,GHANERAV,OBC
PALI,DESURI,GUDA JATAN,SC
PALI,DESURI,KESULI,General
PALI,DESURI,KOT SOLANKIYAN,General (Woman)
PALI,DESURI,KOTADI,SC (Woman)
PALI,DESURI,MADHA,OBC (Woman)
PALI,DESURI,MADPUR,OBC (Woman)
PALI,DESURI,MAGARTLAV,General (Woman)
PALI,DESURI,MANDIGHAR,OBC
PALI,DESURI,MORKHA,General (Woman)
PALI,DESURI,NADOL,General (Woman)
PALI,DESURI,NARLAI,General
PALI,DESURI,PANAUTA,SC (Woman)
PALI,DESURI,SANSARI,General (Woman)
PALI,DESURI,SINDARLI,SC
PALI,DESURI,SUMER,OBC
PRATAPGARH,DHAMOTAR,BAMBORI,ST (Woman)
PRATAPGARH,DHAMOTAR,BARAVARDA,ST
PRATAPGARH,DHAMOTAR,BARDIYA,ST (Woman)
PRATAPGARH,DHAMOTAR,BARKHEDA,ST
PRATAPGARH,DHAMOTAR,BAVDIKHEDA,ST
PRATAPGARH,DHAMOTAR,BEEHARA,ST (Woman)
PRATAPGARH,DHAMOTAR,CHIKLAD,ST
PRATAPGARH,DHAMOTAR,DEVGARH,ST
PRATAPGARH,DHAMOTAR,DEVPURA,ST (Woman)
PRATAPGARH,DHAMOTAR,DHAMOTAR,ST (Woman)
PRATAPGARH,DHAMOTAR,DHIKANIYA,ST
PRATAPGARH,DHAMOTAR,GYASPUR,ST (Woman)
PRATAPGARH,DHAMOTAR,JOLAR,ST
PRATAPGARH,DHAMOTAR,KESHRPURA,ST (Woman)
PRATAPGARH,DHAMOTAR,KHEDA KAJALIKHEDA,ST (Woman)
PRATAPGARH,DHAMOTAR,KHEDA NARSINGHMATA,ST
PRATAPGARH,DHAMOTAR,KHORIYA,ST
PRATAPGARH,DHAMOTAR,KHUNTGARH,ST (Woman)
PRATAPGARH,DHAMOTAR,KULMIPURA,ST (Woman)
PRATAPGARH,DHAMOTAR,MADHURATALAB,ST
PRATAPGARH,DHAMOTAR,MAGARI,ST
PRATAPGARH,DHAMOTAR,MANDKALA,ST
PRATAPGARH,DHAMOTAR,MERIYAKHEDI,ST (Woman)
PRATAPGARH,DHAMOTAR,NAKOR,ST (Woman)
PRATAPGARH,DHAMOTAR,NARAYANKHEDA,ST
PRATAPGARH,DHAMOTAR,PAL,ST (Woman)
PRATAPGARH,DHAMOTAR,RATHANJANA,ST (Woman)
PRATAPGARH,DHAMOTAR,SARIPIPLI,ST
PRATAPGARH,DHAMOTAR,TEELA,ST
PRATAPGARH,DHAMOTAR,THADA,ST (Woman)
BARMER,DHANAU,Zaaniyon Ki Basti,SC
BARMER,DHANAU,PUNJASAR,OBC
BARMER,DHANAU,AALAMSAR,General
BARMER,DHANAU,Ami Mohamed Shah Ki Basti,General (Woman)
BARMER,DHANAU,BAMNOR,SC (Woman)
BARMER,DHANAU,Bandabera (R),OBC (Woman)
BARMER,DHANAU,BEESASAR,General (Woman)
BARMER,DHANAU,BHUNIYA,SC (Woman)
BARMER,DHANAU,BIJASAR,General
BARMER,DHANAU,BURHAN KA TALA,General (Woman)
BARMER,DHANAU,DHANAU,General
BARMER,DHANAU,Dingarh,OBC
BARMER,DHANAU,Ekliya Dhora,SC (Woman)
BARMER,DHANAU,Faglu Ka Tala,General (Woman)
BARMER,DHANAU,GOHED KA TALA,OBC (Woman)
BARMER,DHANAU,ITADA,General (Woman)
BARMER,DHANAU,Itadia,OBC
BARMER,DHANAU,JALEELA,ST
BARMER,DHANAU,KITNORIYA,SC
BARMER,DHANAU,KONRA,General (Woman)
BARMER,DHANAU,Krishna Ka Tala (B),SC
BARMER,DHANAU,MEETHA KA TALA,General (Woman)
BARMER,DHANAU,NAVATALA RATHODAN,General
BARMER,DHANAU,RABSAR,General
BARMER,DHANAU,SANWAI,General
BARMER,DHANAU,SARANON KI NADI,OBC (Woman)
BARMER,DHANAU,SARUPE KA TALA,General (Woman)
BARMER,DHANAU,SHRIRAMWALA,General
BARMER,DHANAU,Syed Mauj Ali Ka Tala,ST (Woman)
BARMER,DHANAU,TALSAR,General
JODHPUR,DHAVA,Badlanagar,General (Woman)
JODHPUR,DHAVA,Badliyan,OBC
JODHPUR,DHAVA,Bhandukalan,General (Woman)
JODHPUR,DHAVA,Bhandukhurd,General
JODHPUR,DHAVA,Chichdali,General (Woman)
JODHPUR,DHAVA,Daipada Khichiyan,ST
JODHPUR,DHAVA,Dhava,SC (Woman)
JODHPUR,DHAVA,Doli,ST (Woman)
JODHPUR,DHAVA,Finch,General (Woman)
JODHPUR,DHAVA,Hamir Nagar,General (Woman)
JODHPUR,DHAVA,Hingola Ranasagar,OBC (Woman)
JODHPUR,DHAVA,Imam Nagar Rabadia,OBC
JODHPUR,DHAVA,Janadesar,General
JODHPUR,DHAVA,Jhanvar,General
JODHPUR,DHAVA,Kalijaal,General
JODHPUR,DHAVA,Khudala,General
JODHPUR,DHAVA,Lunavas Khara,General (Woman)
JODHPUR,DHAVA,Lunavasakalan,General
JODHPUR,DHAVA,Melba,OBC
JODHPUR,DHAVA,Narnadi,SC
JODHPUR,DHAVA,Piperlee,General (Woman)
JODHPUR,DHAVA,Rohichakalan,General (Woman)
JODHPUR,DHAVA,Sewala Chali,OBC (Woman)
JODHPUR,DHAVA,Sinli,SC (Woman)
JODHPUR,DHAVA,Subdand,General (Woman)
JODHPUR,DHAVA,Uttesar,SC
SIKAR,DHOD,ANOKHU,General (Woman)
SIKAR,DHOD,BADHADHAR,General (Woman)
SIKAR,DHOD,BADLWAS,General
SIKAR,DHOD,BHEEMA,General
SIKAR,DHOD,BHERUPURA,General
SIKAR,DHOD,BHIRANA,General
SIKAR,DHOD,BHUWALA,General (Woman)
SIKAR,DHOD,BIDOLI,ST
SIKAR,DHOD,BINJAYASI,General (Woman)
SIKAR,DHOD,BOSANA,General
SIKAR,DHOD,CHANDPURA,OBC (Woman)
SIKAR,DHOD,CHIDASARA,SC
SIKAR,DHOD,DHOND,OBC
SIKAR,DHOD,DUGOLI,OBC
SIKAR,DHOD,DUJOD,General (Woman)
SIKAR,DHOD,FATEHPURA,OBC
SIKAR,DHOD,GOTHARA BHUKRAN,General (Woman)
SIKAR,DHOD,GOTHDA TELANGANA,SC
SIKAR,DHOD,HARSH,SC (Woman)
SIKAR,DHOD,Jaachas,SC (Woman)
SIKAR,DHOD,JANA,OBC (Woman)
SIKAR,DHOD,JERTHDI,SC
SIKAR,DHOD,JHINGAR CHHOTI,OBC (Woman)
SIKAR,DHOD,KANSLI,SC (Woman)
SIKAR,DHOD,KANWARPURA,General
SIKAR,DHOD,KHANKHOLI,General
SIKAR,DHOD,KIRDOLI,General (Woman)
SIKAR,DHOD,KUDAN,General (Woman)
SIKAR,DHOD,LOSAL CHHOTI,OBC
SIKAR,DHOD,MANDAWARA,OBC (Woman)
SIKAR,DHOD,MANDOTA,General (Woman)
SIKAR,DHOD,MORDUNGA,General
SIKAR,DHOD,MUNDAWADA,General (Woman)
SIKAR,DHOD,NAGWA,General
SIKAR,DHOD,NANI,General
SIKAR,DHOD,NETDWAS,General
SIKAR,DHOD,PALTHANA,General (Woman)
SIKAR,DHOD,PEWA,OBC
SIKAR,DHOD,PURA CHHOTI,SC
SIKAR,DHOD,PURABADI,General
SIKAR,DHOD,PURANPURA,General (Woman)
SIKAR,DHOD,RASEEDPURA,General (Woman)
SIKAR,DHOD,SABALPURA,SC (Woman)
SIKAR,DHOD,SAHAPURA,General (Woman)
SIKAR,DHOD,SAMI,General
SIKAR,DHOD,SANGLIYA,OBC (Woman)
SIKAR,DHOD,SANWLODA PUROHITAN,General (Woman)
SIKAR,DHOD,SARWADI,General
SIKAR,DHOD,SAVLODA GHAYALAN,General (Woman)
SIKAR,DHOD,SEWA,General (Woman)
SIKAR,DHOD,SEWAD BADI,OBC
SIKAR,DHOD,SHYAMPURA,General
SIKAR,DHOD,SINGHOT BADI,General
SIKAR,DHOD,SINGHOT CHHOTI,General
SIKAR,DHOD,SINGRAWAT,OBC (Woman)
SIKAR,DHOD,Tajsar Khedoliyan,SC (Woman)
SIKAR,DHOD,Tatanwa,SC
DHOLPUR,DHOLPUR,AUDI,OBC
DHOLPUR,DHOLPUR,BARETHA,SC
DHOLPUR,DHOLPUR,BASAI NEEM,General
DHOLPUR,DHOLPUR,BASAI SAMANTA,General
DHOLPUR,DHOLPUR,Basaiyalalu,SC (Woman)
DHOLPUR,DHOLPUR,BHASENA,General
DHOLPUR,DHOLPUR,Bilpur,SC
DHOLPUR,DHOLPUR,BIPERPUR,General
DHOLPUR,DHOLPUR,BIRONDA,General
DHOLPUR,DHOLPUR,BISHANNODA,General (Woman)
DHOLPUR,DHOLPUR,BOTHPURA,OBC
DHOLPUR,DHOLPUR,CHOKI HINOTA,General (Woman)
DHOLPUR,DHOLPUR,Dayeri,OBC
DHOLPUR,DHOLPUR,DUBATI,General
DHOLPUR,DHOLPUR,DUBRA,General (Woman)
DHOLPUR,DHOLPUR,DULHRA,General (Woman)
DHOLPUR,DHOLPUR,Firojpur,OBC (Woman)
DHOLPUR,DHOLPUR,JATOLI,General (Woman)
DHOLPUR,DHOLPUR,KASIMPUR,General (Woman)
DHOLPUR,DHOLPUR,Kheda,OBC (Woman)
DHOLPUR,DHOLPUR,KOTRA,General (Woman)
DHOLPUR,DHOLPUR,LUHARI,General
DHOLPUR,DHOLPUR,MANGROL,General
DHOLPUR,DHOLPUR,MANIYAN,General (Woman)
DHOLPUR,DHOLPUR,MEDHABHAU,General
DHOLPUR,DHOLPUR,MOROLI,General
DHOLPUR,DHOLPUR,Nakatpura,OBC (Woman)
DHOLPUR,DHOLPUR,Nenoukhar,OBC
DHOLPUR,DHOLPUR,PANCHGAON,SC (Woman)
DHOLPUR,DHOLPUR,PURANI CHHAWNI,SC (Woman)
DHOLPUR,DHOLPUR,SADIKPUR,General (Woman)
DHOLPUR,DHOLPUR,SERANIKHEDA,SC
DHOLPUR,DHOLPUR,SINGHVALIBERAH,General (Woman)
DHOLPUR,DHOLPUR,TANDA,SC
DHOLPUR,DHOLPUR,TEGAWALI,General (Woman)
BARMER,DHORIMANNA,UDASAR,ST
BARMER,DHORIMANNA,Aalamsar Khurd,SC (Woman)
BARMER,DHORIMANNA,Adarsh Lukhu (R),ST (Woman)
BARMER,DHORIMANNA,Andaniyon Ki Dhani,SC
BARMER,DHORIMANNA,ARNIYALI,General (Woman)
BARMER,DHORIMANNA,Bhagbhera Ki Beri,General
BARMER,DHORIMANNA,Bhalikhal,General
BARMER,DHORIMANNA,BHALISAR,General (Woman)
BARMER,DHORIMANNA,BHEEMTHAL,General
BARMER,DHORIMANNA,Bhilo Ki Dhani Kala,OBC
BARMER,DHORIMANNA,Bool,General
BARMER,DHORIMANNA,Booth Jaitmal,OBC (Woman)
BARMER,DHORIMANNA,BORCHARANAN,General (Woman)
BARMER,DHORIMANNA,CHAINPURA,OBC
BARMER,DHORIMANNA,Daboi,General
BARMER,DHORIMANNA,DHORIMANNA,General
BARMER,DHORIMANNA,DUDHU,General
BARMER,DHORIMANNA,Dudiya Kalan,General (Woman)
BARMER,DHORIMANNA,Godaron Ki Beri,General (Woman)
BARMER,DHORIMANNA,Jambhaji Ka Mandir,General (Woman)
BARMER,DHORIMANNA,Junakheda (B),General
BARMER,DHORIMANNA,KAOJA,SC (Woman)
BARMER,DHORIMANNA,Kaushle Ki Dhani (R),OBC (Woman)
BARMER,DHORIMANNA,Kharad,SC
BARMER,DHORIMANNA,Khume Ki Beri,General
BARMER,DHORIMANNA,Koliyana,SC
BARMER,DHORIMANNA,Kothala,SC
BARMER,DHORIMANNA,Kumharon Ki Beri (B),OBC (Woman)
BARMER,DHORIMANNA,LOHARWA,General (Woman)
BARMER,DHORIMANNA,Lolon Ki Beri,OBC
BARMER,DHORIMANNA,LUKHU,General
BARMER,DHORIMANNA,MANGTA,General (Woman)
BARMER,DHORIMANNA,Mayo Ka Tala,OBC
BARMER,DHORIMANNA,MEETHADA KHURD,General (Woman)
BARMER,DHORIMANNA,Megvalo Ka Tala,SC (Woman)
BARMER,DHORIMANNA,MEHALU,General (Woman)
BARMER,DHORIMANNA,Muslalmano KI Dhani,General (Woman)
BARMER,DHORIMANNA,NEDINADI,General (Woman)
BARMER,DHORIMANNA,RANASAR KALAN,General
BARMER,DHORIMANNA,Rohila,OBC
BARMER,DHORIMANNA,SHOBHALA JAITMAL,General (Woman)
BARMER,DHORIMANNA,SUDABERI,OBC (Woman)
BARMER,DHORIMANNA,Kaatrala Khilariyan,ST
BARMER,DHORIMANNA,KHARI,General (Woman)
PRATAPGARH,DHRIABAD,AAD,ST
PRATAPGARH,DHRIABAD,Ambav,ST
PRATAPGARH,DHRIABAD,ANAT,ST (Woman)
PRATAPGARH,DHRIABAD,BHANDALA,ST
PRATAPGARH,DHRIABAD,BHARKUDI,ST (Woman)
PRATAPGARH,DHRIABAD,BHOJPUR,ST
PRATAPGARH,DHRIABAD,BILDIYA,ST (Woman)
PRATAPGARH,DHRIABAD,CHARDIYA,ST
PRATAPGARH,DHRIABAD,CHARI,ST
PRATAPGARH,DHRIABAD,Charpotiya,ST (Woman)
PRATAPGARH,DHRIABAD,CHITTORIYA,ST
PRATAPGARH,DHRIABAD,DANTALIA,ST
PRATAPGARH,DHRIABAD,DEVALA,ST (Woman)
PRATAPGARH,DHRIABAD,DHARIBAD,ST
PRATAPGARH,DHRIABAD,GADARIYAWAS,ST
PRATAPGARH,DHRIABAD,Gadwas,ST
PRATAPGARH,DHRIABAD,Garda,ST
PRATAPGARH,DHRIABAD,GOPALPURA,ST (Woman)
PRATAPGARH,DHRIABAD,GOTHEDA,ST
PRATAPGARH,DHRIABAD,Hajariguda,ST (Woman)
PRATAPGARH,DHRIABAD,JAWAHAR NAGAR,ST (Woman)
PRATAPGARH,DHRIABAD,JHADOLI,ST (Woman)
PRATAPGARH,DHRIABAD,Juna Boriya,ST
PRATAPGARH,DHRIABAD,KESARIYAWAD,ST
PRATAPGARH,DHRIABAD,Kesarpura,ST (Woman)
PRATAPGARH,DHRIABAD,KHUNTA,ST (Woman)
PRATAPGARH,DHRIABAD,Lodi Maandvi,ST
PRATAPGARH,DHRIABAD,LODIYA,ST
PRATAPGARH,DHRIABAD,LOHAGARH,ST (Woman)
PRATAPGARH,DHRIABAD,MANDVI,ST
PRATAPGARH,DHRIABAD,Manpur,ST (Woman)
PRATAPGARH,DHRIABAD,MUNGANA,ST (Woman)
PRATAPGARH,DHRIABAD,Muuniya,ST (Woman)
PRATAPGARH,DHRIABAD,NAD,ST
PRATAPGARH,DHRIABAD,NALVA,ST (Woman)
PRATAPGARH,DHRIABAD,NAYABORIA,ST (Woman)
PRATAPGARH,DHRIABAD,Pahada,ST
PRATAPGARH,DHRIABAD,PAREL,ST (Woman)
PRATAPGARH,DHRIABAD,PARSOLA,ST
PRATAPGARH,DHRIABAD,Parwariya Saag,ST (Woman)
PRATAPGARH,DHRIABAD,PIPALIA,ST
PRATAPGARH,DHRIABAD,Shakarkand,ST (Woman)
PRATAPGARH,DHRIABAD,Shivpuri,ST
PRATAPGARH,DHRIABAD,SINGHAR,ST (Woman)
PRATAPGARH,DHRIABAD,Vagatpura (G),ST
PRATAPGARH,DHRIABAD,VAJPURA,ST (Woman)
PRATAPGARH,DHRIABAD,Valiseema,ST (Woman)
CHITTORGARH,BARISADRI,LAXMIPURA,General
CHITTORGARH,BHADESAR,LESWA,SC
CHITTORGARH,DUNGLA,LOTHIYANA,General
CHITTORGARH,BHAINSRORGARH,LUHARIYA,General
CHITTORGARH,CHITTORGARH,Maanpura,SC (Woman)
CHITTORGARH,BEGUN,MADHOPUR,OBC (Woman)
CHITTORGARH,BARISADRI,MAHUNDA,General (Woman)
CHITTORGARH,NIMBAHERA,MANDAL CHARAN,General (Woman)
CHITTORGARH,BEGUN,MANDAWARI,General (Woman)
CHITTORGARH,BHAINSRORGARH,MANDESRA,OBC
CHITTORGARH,BHADESAR,MANDFIYA,General (Woman)
CHITTORGARH,GANGRAR,MANDPIYA,ST
CHITTORGARH,DUNGLA,MANGALWAD,ST
CHITTORGARH,NIMBAHERA,MANGROL,OBC
CHITTORGARH,NIMBAHERA,MARJIVI,OBC
CHITTORGARH,RASHMI,MARMI,General (Woman)
CHITTORGARH,BEGUN,MEGHNIWAS,General
CHITTORGARH,BEGUN,MEGHPURA,General
CHITTORGARH,NIMBAHERA,MELANA,SC (Woman)
CHITTORGARH,NIMBAHERA,MINDANA,General (Woman)
CHITTORGARH,DUNGLA,MORWAN,OBC (Woman)
CHITTORGARH,BEGUN,MOTIPURA,OBC (Woman)
CHITTORGARH,KAPASAN,MUNGANA,General (Woman)
CHITTORGARH,BARISADRI,MUNJWA,ST (Woman)
CHITTORGARH,BHOPALSAGAR,MURLA,SC
CHITTORGARH,DUNGLA,NADAKHEDA,General (Woman)
DUNGARPUR,DOVADA,AASELA,ST (Woman)
DUNGARPUR,DOVADA,ANTRI,ST
DUNGARPUR,DOVADA,Baiyoda,ST (Woman)
DUNGARPUR,DOVADA,BJOJATO KA AODA,ST (Woman)
DUNGARPUR,DOVADA,DAMDI,ST (Woman)
DUNGARPUR,DOVADA,Devsomnath,ST (Woman)
DUNGARPUR,DOVADA,DHANVDI,ST (Woman)
DUNGARPUR,DOVADA,DOJA,ST
DUNGARPUR,DOVADA,Dovada,ST (Woman)
DUNGARPUR,DOVADA,FALOJ,ST (Woman)
DUNGARPUR,DOVADA,Ghatau,ST
DUNGARPUR,DOVADA,HATHAI,ST
DUNGARPUR,DOVADA,HIRATA,ST (Woman)
DUNGARPUR,DOVADA,KANHARI,ST
DUNGARPUR,DOVADA,KHEMPUR,ST
DUNGARPUR,DOVADA,KOLKHANDA,ST (Woman)
DUNGARPUR,DOVADA,Kolkhanda Pal,ST (Woman)
DUNGARPUR,DOVADA,LOLAKPUR,ST
DUNGARPUR,DOVADA,MANDAWA,ST
DUNGARPUR,DOVADA,Manpur,ST
DUNGARPUR,DOVADA,Narniya (B),ST
DUNGARPUR,DOVADA,Odvadiya,ST (Woman)
DUNGARPUR,DOVADA,Pal Vassi,ST
DUNGARPUR,DOVADA,PALMANDAV,ST (Woman)
DUNGARPUR,DOVADA,Pantali,ST
DUNGARPUR,DOVADA,Parda Moru,ST
DUNGARPUR,DOVADA,PUNALI,ST (Woman)
DUNGARPUR,DOVADA,RAGELA,ST
DUNGARPUR,DOVADA,RAGHUNATHPURA,ST
DUNGARPUR,DOVADA,Sattu,ST (Woman)
DUNGARPUR,DOVADA,Savgarh,ST (Woman)
DUNGARPUR,DOVADA,Selaj,ST
DUNGARPUR,DOVADA,VALOTA,ST
DUNGARPUR,DOVADA,VASI,ST (Woman)
JAIPUR,DUDU,BIGOLAV,OBC
JAIPUR,DUDU,DANTARI,General
JAIPUR,DUDU,DHANDHOLI,General (Woman)
JAIPUR,DUDU,DUDU,General (Woman)
JAIPUR,DUDU,GAGRUD,OBC
JAIPUR,DUDU,GAINJI,OBC (Woman)
JAIPUR,DUDU,GEHLOTA,General (Woman)
JAIPUR,DUDU,HARSOLI,SC
JAIPUR,DUDU,JADAWATA,SC (Woman)
JAIPUR,DUDU,MAMANA,ST
JAIPUR,DUDU,MARWA,General
JAIPUR,DUDU,NANAN,General
JAIPUR,DUDU,PADASOLI,General
JAIPUR,DUDU,REHLANA,General (Woman)
JAIPUR,DUDU,SAKHUN,OBC (Woman)
JAIPUR,DUDU,SALI,General
JAIPUR,DUDU,SORIHIKAOLAN,SC (Woman)
JAIPUR,DUDU,SUNADIYA,General (Woman)
JAIPUR,DUDU,URSEYA,SC
JHALAWAR,DUG,BARDIYA BIRJI,General (Woman)
JHALAWAR,DUG,CHADA,General (Woman)
JHALAWAR,DUG,DAG,General (Woman)
JHALAWAR,DUG,DEVGARH,SC
JHALAWAR,DUG,DHATURIYA,OBC (Woman)
JHALAWAR,DUG,DOBDA,General (Woman)
JHALAWAR,DUG,DODI,General
JHALAWAR,DUG,DUDHALIYA,General
JHALAWAR,DUG,GANGDHAR,OBC
JHALAWAR,DUG,GURADIYA JHALA,SC
JHALAWAR,DUG,HARNAVDA,OBC
JHALAWAR,DUG,JAGDISHPURA,SC (Woman)
JHALAWAR,DUG,KCHNARA,General
JHALAWAR,DUG,KELUKHEDA,General
JHALAWAR,DUG,KITIVA,OBC
JHALAWAR,DUG,KOLVI @ MANDI,General (Woman)
JHALAWAR,DUG,KUMTHIYA,General
JHALAWAR,DUG,KUNDLA,General
JHALAWAR,DUG,KYASRA,OBC
JHALAWAR,DUG,LUHARIYA,OBC
JHALAWAR,DUG,MANDIRPUR,General (Woman)
JHALAWAR,DUG,PADLIYA KULMI,SC
JHALAWAR,DUG,PARA PIPLI,SC (Woman)
JHALAWAR,DUG,PIPLIYA KHURD,SC
JHALAWAR,DUG,RAMPURA,General
JHALAWAR,DUG,RAVAN GURADI,SC (Woman)
JHALAWAR,DUG,RENAYRA,SC (Woman)
JHALAWAR,DUG,ROJHANA,General (Woman)
JHALAWAR,DUG,SUNARI,General (Woman)
JHALAWAR,DUG,TERAVLI,General
JHALAWAR,DUG,TISAI,OBC (Woman)
JHALAWAR,DUG,UNHAIL,General (Woman)
BIKANER,DUNGARGARH,ADASAR,General (Woman)
BIKANER,DUNGARGARH,BADELA,General (Woman)
BIKANER,DUNGARGARH,BANA,General
BIKANER,DUNGARGARH,BAPAU,General
BIKANER,DUNGARGARH,Benisar,OBC (Woman)
BIKANER,DUNGARGARH,BERJANGSAR,General (Woman)
BIKANER,DUNGARGARH,BIGGA,General
BIKANER,DUNGARGARH,Bigga Bas Ramsar,OBC
BIKANER,DUNGARGARH,BIJASAR,General
BIKANER,DUNGARGARH,Delvan,SC
BIKANER,DUNGARGARH,Derajsar,SC
BIKANER,DUNGARGARH,Dhaneru,OBC
BIKANER,DUNGARGARH,DHARMAS,General
BIKANER,DUNGARGARH,DHIRDESAR CHOTIYAN,General
BIKANER,DUNGARGARH,DULCHASAR,General (Woman)
BIKANER,DUNGARGARH,DUSARNA PANDRIKJI,General (Woman)
BIKANER,DUNGARGARH,GUSAISER BADA,General
BIKANER,DUNGARGARH,Indpaalsar Gusanisar,SC (Woman)
BIKANER,DUNGARGARH,INDPALSAR SANKHLAN,General
BIKANER,DUNGARGARH,Jaisalsar,OBC (Woman)
BIKANER,DUNGARGARH,JAKHASAR,General (Woman)
BIKANER,DUNGARGARH,Jalbasar,OBC
BIKANER,DUNGARGARH,Jetasar,SC (Woman)
BIKANER,DUNGARGARH,JODHASAR,General
