script,source,latin,suspect
devanagari,कोलकी चमरसन,kolki chamarsan,
devanagari,कोलकी रांघड,kolki ranghad,
devanagari,कोलकोले कला,kolkole kala,
devanagari,कोलगदहिया,kolgadahiya,
devanagari,कोलगरमा,kolgarma,
devanagari,कोलडी,koldi,
devanagari,कोलडीहा,koldiha,
devanagari,कोलधार,koldhar,
devanagari,कोलना,kolana,
devanagari,कोलपुडी,kolpudi,
devanagari,कोलपुड़ी,kolpuri,
devanagari,कोलबजरडीह,kolbajradih,
devanagari,कोलबेंदी,kolbendi,
devanagari,कोलमजरा,kolamjara,
devanagari,कोलरी,kolari,
devanagari,कोलरीमल्ली,kolirimalli,
devanagari,कोलवा,kolva,
devanagari,कोलवा भनौ,kolva bhanu,
devanagari,कोलवा भनौरा,kolva bhanura,
devanagari,कोलवां,kolvaan,
devanagari,कोलवारी,kolvari,
devanagari,कोलसरा,kolsara,
devanagari,कोलसिमरी,kolsimri,
devanagari,कोलसी,kolsi,
devanagari,कोलहड,kolhad,
devanagari,कोलहदा,kolhada,
devanagari,कोलहर,kolhar,
devanagari,कोलहुआ,kolhua,
devanagari,कोलहुआ प्रथम,kolhua pratham,
devanagari,कोलहुई,kolhui,
devanagari,कोलहुई बु0,kolhui boo,
devanagari,कोलहूगाढा,kolhudaga,
devanagari,कोला,kola,
devanagari,कोला खेडी,kola khedi,
devanagari,कोला खेड़ी,kola khedi,
devanagari,कोला गहबड़ी,kola gahabadi,
devanagari,कोला गहबड़ी,kola gahbari,
devanagari,कोला सोता,kola sota,
devanagari,कोला हैबतपुर,kola haibatpur,
devanagari,कोलाकाण्डी,kolakandi,
devanagari,कोलाखेडी,kolakhedi,
devanagari,कोलाझार भजगवां,kolajhar bhajwang,
devanagari,कोलाडुग्री,koladurgi,
devanagari,कोलाणाी,kolani,
devanagari,कोलानी,kolani,
devanagari,कोलापुरनंदपट्टी,kolapuranandaptti,
devanagari,कोलाभार मजगवां,kolabhar majgawan,
devanagari,कोलाभार मझगवां,kolabhar majhgavaan,
devanagari,कोलावती देवी,kolawati devi,
devanagari,कोलावल रायपुर,kolaval raypur,
devanagari,कोलाहर,kolahar,
devanagari,कोलाहल,kolahal,
devanagari,कोलाही,kolahi,
devanagari,कोलिण्डा,kolinda,
devanagari,कोलिनडूबा,colinduba,
devanagari,कोलिया,koliya,
devanagari,कोलिया छिडया,koliya chhidaya,
devanagari,कोलिया छेड़िया,koliya chhediya,
devanagari,कोली,koli,
devanagari,कोली देवी,koli devi,
devanagari,कोली भटोली,koli bhatoli,
devanagari,कोलीगांव,koligaon,
devanagari,कोलीढेक,kolidhek,
devanagari,कोलुहागाड़ा,koluhagada,
devanagari,कोलुहागाडा,koluhagada,
devanagari,कोलू भन्नू,kolu bhannu,
devanagari,कोलूभन्नू,kolubhannu,
devanagari,कोलेपुर,kolepur,
devanagari,कोलेश्वर रजवार,koleshwar rajwar,
devanagari,कोलोमति हेम्ब्रम,kolomati hembram,
devanagari,कोलोसी मराण्डी,kolosi marandi,
devanagari,कोलोसी सोरेन,kolosi soren,
devanagari,कोलोस्टिका तिग्गा,colostica tigga,
devanagari,कोल्ठा,koltha,
devanagari,कोल्ठा (भैंसकोट),koltha painskote,
devanagari,कोल्डीहा,koldiha,
devanagari,कोल्याधार,kolyadhar,
devanagari,कोल्लपुर,kollpur,
devanagari,कोल्सौ,kolsau,
devanagari,कोल्सौं,kolsaun,
devanagari,कोल्हई गरीब,kolhai garib,
devanagari,कोल्हण,kolhan,
devanagari,कोल्हपुर,kolhapur,
devanagari,कोल्हमपुर इमाम,kolhampur imm,
devanagari,कोल्हा,kolha,
devanagari,कोल्हा महरा,kolha mahara,
devanagari,कोल्हाई,kolhai,
devanagari,कोल्हाई भुईयाँ,kolhai bhuiyan,
devanagari,कोल्हुआ,kolhua,
devanagari,कोल्हुआ - लकड़ा,kolhua bha lakda,
devanagari,"कोल्हुआ अनुसूचित
नेवादा",kolhua anusuchit newada,
devanagari,कोल्हुआ खास,kolhua khaas,
devanagari,कोल्हुआ द्वितीय,kolhua dwitiya,
devanagari,कोल्हुआ पाण्डेयपुर,kolhua pandeyapur,
devanagari,कोल्हुआ- लकड़ा,kolhuaa lakda,
devanagari,कोल्हुआं,kolhuan,
devanagari,कोल्हुआमउ,kolhumau,
devanagari,कोल्हुआलकडा,kolankadalua,
devanagari,कोल्हुई,kolhui,
devanagari,कोल्हुई बिनोहनी,kolhui binohani,
devanagari,कोल्हुई बु ०,kolhui boo 00,digit in the reading
devanagari,कोल्हुई बुजुर्ग,kolhui bujurg,
devanagari,कोल्हुवा,kolhuva,
devanagari,कोल्हूआ,kolhua,
devanagari,कोल्हूखोर,kolhukhor,
devanagari,कोल्हूगाड़ा,kolhugada,
devanagari,कोल्हूगाडा,kolhudada,
devanagari,कोल्हूगाढ़ा,kolhugadha,
devanagari,कोल्हैया,kolhaiya,
devanagari,कोल्हौरा,kolhaura,
devanagari,कोल्हौरी,kolhauri,
devanagari,कोलड़ी,kolari,
devanagari,कोवाली,kovali,
devanagari,कोशमी देवी,koshami devi,
devanagari,कोशर जहाँ,koshar jahaan,
devanagari,कोशल किशोर,koshal kishor,
devanagari,कोशल कुमार सिंह,koshal kumar singh,
devanagari,कोशल्या,koshalya,
devanagari,कोशल्या देवी,koshalya devi,
devanagari,कोशिदा,koshida,
devanagari,कोशिन्द्र,koshinder,
devanagari,कोशिल देवी,koshil devi,
devanagari,कोशिला,koshila,
devanagari,कोशिला कुमारी,koshila kumari,
devanagari,कोशिला देवी,koshila devi,
devanagari,कोशिला भुटकुमार,koshila bhutkumar,
devanagari,कोशिली,koshili,
devanagari,कोशिल्या,koshilya,
devanagari,कोशिल्या यादव,koshilya yadav,
devanagari,कोशीला खातून,koshila khaatoon,
devanagari,कोशीला देवी,koshila devi,
devanagari,कोषमा,koshama,
devanagari,कोषा,kosha,
devanagari,कोसड़ा,kosda,
devanagari,कोसड़ा कला,kosda kala,
devanagari,कोसड़ा खुर्द,kosda khurd,
devanagari,कोसडा,kosda,
devanagari,कोसडा कला,kosda kala,
devanagari,कोसफरा कला,kosfara kala,
devanagari,कोसफरा कलां,kosfara kalaan,
devanagari,कोसम ईनाम,kosam inam,
devanagari,कोसम खिराज,kosam khiraj,
devanagari,कोसमा,kosama,
devanagari,कोसमा मुसलमीन,kosama musalmeen,
devanagari,कोसमाहिनूद,kosmahinud,
devanagari,कोसर,kosar,
devanagari,कोसर अली,kosar 0lī,digit in the reading
devanagari,कोसर जहाँ,kosar jahaan,
devanagari,कोसर प्रवीण,kosar praveen,
devanagari,कोसल्या देवी,kosalya devi,
devanagari,कोसी खुर्द,kosi khurd,
devanagari,कोसी देहात,kosi dehat,
devanagari,कोसीन,kosin,
devanagari,कोसेन्द्र,kosendra,
devanagari,कोसोन,koson,
devanagari,कोह,koh,
devanagari,कोहडवल,kohadval,
devanagari,कोहडवली,kohadwali,
devanagari,कोहडवा,kohdwa,
devanagari,कोहड़,kohad,
devanagari,कोहड़वल,kohadval,
devanagari,कोहड़ा,kohada,
devanagari,"कोहड़ा
 साड़ी खुर्द",kohada sadri khurd,
devanagari,कोहड़ार,kohadaar,
devanagari,कोहड़ासुल्तानपुर,kohadasultanpur,
devanagari,कोहड़ौर,kohadaur,
devanagari,कोहड़ौरा,kohadaura,
devanagari,कोहडा,kohda,
devanagari,"कोहडा
खेड़ी डोडापुर",kohda khedi dodapur,
devanagari,कोहडा सुल्तानपुर,kohda sultanpur,
devanagari,कोहडार,kohdar,
devanagari,कोहडिया,kohadiya,
devanagari,कोहडौरा,kohdaura,
devanagari,कोहतारूप,kohtaroop,
devanagari,कोहनियाँ,kohaniyaan,
devanagari,कोहनियां,kohaniyan,
devanagari,कोहनी,kohani,
devanagari,कोहनी जाफराबाद,kohani jafarabad,
devanagari,कोहनी प्रतापपुर,kohani pratapurap,
devanagari,कोहरगडडी,kohargaddi,
devanagari,कोहरगड्डी,kohargaddi,
devanagari,कोहरगड्डीकोडर,kohargaddiksod,
devanagari,कोहरथा,kohartha,
devanagari,कोहरवलिया,koharvaliya,
devanagari,कोहरा,kohra,
devanagari,"कोहरा
 सुरहुरपुर",kohra surhurpur,
devanagari,कोहरा बु,kohra boo,
devanagari,कोहरा बु ०,kohra boo 00,digit in the reading
devanagari,कोहरा बुजुर्ग,kohra bujurg,
devanagari,कोहरांव,kohranv,
devanagari,कोहराये,koharaaye,
devanagari,कोहरावा,kohrawa,
devanagari,कोहरावां,koharaavaan,
devanagari,कोहरियावां,kohariyaavaan,
devanagari,कोहरौलिया,kohrauliya,
devanagari,कोहरौली,kohrauli,
devanagari,कोहल तिवारी,kohal tivaari,
devanagari,कोहलवा,kohlava,
devanagari,कोहला,kohla,
devanagari,कोहली,kohli,
devanagari,कोहारी,kohari,
devanagari,कोहासी,kohasi,
devanagari,कोहिया,kohiya,
devanagari,कोहीनुर बीबी,kohinur bibi,
devanagari,कोहेनूर,kohenur,
devanagari,कोहड़ा,kohada,
devanagari,कोहड़ासुल्तानपुर,kohadasultanpur,
devanagari,कोहड़ी बुजुर्ग,kohari bujurg,
devanagari,कोेटअमोड़ी,kotamori,
devanagari,कोैब,coab,
devanagari,कोड़र,korar,
devanagari,कोड़रा,kodra,
devanagari,कोड़रा ठाकुर,kodra thakur,
devanagari,कोड़रामादूपुर,kodaramadupur,
devanagari,कोड़रारायपुर,korararaypur,
devanagari,कोड़रियां,korariyaan,
devanagari,कोड़री,korari,
devanagari,कोड़री कला,korari kala,
devanagari,कोड़री दीगर,korari digar,
devanagari,कोड़ा किर्राही,koda kirrahi,
devanagari,कोड़ारवर,korarvar,
devanagari,कोढ़ई,kothai,
devanagari,कोढ़वा,kothwa,
devanagari,कोढ़ा,kotha,
devanagari,कोढ़ियाडीह,kodiyadih,
devanagari,कोढ़ियापुर,koyahiyapur,
devanagari,कौ समाहिनूद,kau samahinud,
devanagari,कौंकना कलाँ,kaunkana kalaan,
devanagari,कौंची,kaunchi,
devanagari,कौंजपोथनी,kaunjapothani,
devanagari,कौंढी,kaundhi,
devanagari,कौंथरा,kaunthra,
devanagari,कौंन्ही,kaunhi,
devanagari,कौंसा देवी,kaunsa devi,
devanagari,कौंसीदेवी,kaunsidevi,
devanagari,कौंही,kaunhi,
devanagari,कौआ,kaua,
devanagari,कौआटांडा,kauatanda,
devanagari,कौआपुर,kauapur,
devanagari,कौआबर गझण्डी,kauabar gajhandi,
devanagari,कौकना कलाँ,kaukana kalaan,
devanagari,कौकना खुर्द,kaukana khurd,
devanagari,कौके,kauke,
devanagari,कौकेरा,kaukera,
devanagari,कौची,kauchi,
